id_producto,descripcion,id_sku,sku_label,tonalidad,talla,stock_total,stock_por_almacen
72,1 BOTON JEANS / TORMENTA,184,1 BOTON JEANS / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,185,1 BOTON JEANS / TORMENTA - Azul Clasico - 32,Azul Clasico,32,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,186,1 BOTON JEANS / TORMENTA - Azul Noche - 30,Azul Noche,30,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,187,1 BOTON JEANS / TORMENTA - Azul Noche - 32,Azul Noche,32,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,190,1 BOTON JEANS / TORMENTA - Blanco Roto - 30,Blanco Roto,30,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,191,1 BOTON JEANS / TORMENTA - Blanco Roto - 32,Blanco Roto,32,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,188,1 BOTON JEANS / TORMENTA - Celeste - 30,Celeste,30,0,1:ALM CENTRAL ESCALERA=0
72,1 BOTON JEANS / TORMENTA,189,1 BOTON JEANS / TORMENTA - Celeste - 32,Celeste,32,0,1:ALM CENTRAL ESCALERA=0
71,1 BOTON NEGRO / TORMENTA,192,1 BOTON NEGRO / TORMENTA - Negro - 30,Negro,30,0,1:ALM CENTRAL ESCALERA=0
71,1 BOTON NEGRO / TORMENTA,193,1 BOTON NEGRO / TORMENTA - Negro - 32,Negro,32,0,1:ALM CENTRAL ESCALERA=0
73,1 BOTON PLOMO / TORMENTA,196,1 BOTON PLOMO / TORMENTA - Gris - 28,Gris,28,0,1:ALM CENTRAL ESCALERA=0
73,1 BOTON PLOMO / TORMENTA,197,1 BOTON PLOMO / TORMENTA - Gris - 30,Gris,30,0,1:ALM CENTRAL ESCALERA=0
73,1 BOTON PLOMO / TORMENTA,194,1 BOTON PLOMO / TORMENTA - Gris Plomo - 28,Gris Plomo,28,0,1:ALM CENTRAL ESCALERA=0
73,1 BOTON PLOMO / TORMENTA,195,1 BOTON PLOMO / TORMENTA - Gris Plomo - 30,Gris Plomo,30,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,77,BLUSA / TORMENTA - Azul - L,Azul,L,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,76,BLUSA / TORMENTA - Azul - M,Azul,M,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,75,BLUSA / TORMENTA - Azul - S,Azul,S,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,86,BLUSA / TORMENTA - Beige - L,Beige,L,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,85,BLUSA / TORMENTA - Beige - M,Beige,M,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,84,BLUSA / TORMENTA - Beige - S,Beige,S,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,83,BLUSA / TORMENTA - Blanco - L,Blanco,L,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,82,BLUSA / TORMENTA - Blanco - M,Blanco,M,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,81,BLUSA / TORMENTA - Blanco - S,Blanco,S,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,80,BLUSA / TORMENTA - Celeste - L,Celeste,L,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,79,BLUSA / TORMENTA - Celeste - M,Celeste,M,0,1:ALM CENTRAL ESCALERA=0
88,BLUSA / TORMENTA,78,BLUSA / TORMENTA - Celeste - S,Celeste,S,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,168,CAMISA JEANS MANGA LARGA / TORMENTA - Azul Clasico - L,Azul Clasico,L,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,167,CAMISA JEANS MANGA LARGA / TORMENTA - Azul Clasico - M,Azul Clasico,M,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,166,CAMISA JEANS MANGA LARGA / TORMENTA - Azul Clasico - S,Azul Clasico,S,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,171,CAMISA JEANS MANGA LARGA / TORMENTA - Celeste - L,Celeste,L,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,170,CAMISA JEANS MANGA LARGA / TORMENTA - Celeste - M,Celeste,M,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,169,CAMISA JEANS MANGA LARGA / TORMENTA - Celeste - S,Celeste,S,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,174,CAMISA JEANS MANGA LARGA / TORMENTA - Hielo - L,Hielo,L,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,173,CAMISA JEANS MANGA LARGA / TORMENTA - Hielo - M,Hielo,M,0,1:ALM CENTRAL ESCALERA=0
78,CAMISA JEANS MANGA LARGA / TORMENTA,172,CAMISA JEANS MANGA LARGA / TORMENTA - Hielo - S,Hielo,S,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,348,CASACA RIGIDA JEANS / TORMENTA - Azul Clasico - L,Azul Clasico,L,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,349,CASACA RIGIDA JEANS / TORMENTA - Azul Clasico - M,Azul Clasico,M,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,347,CASACA RIGIDA JEANS / TORMENTA - Azul Clasico - S,Azul Clasico,S,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,354,CASACA RIGIDA JEANS / TORMENTA - Celeste - L,Celeste,L,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,355,CASACA RIGIDA JEANS / TORMENTA - Celeste - M,Celeste,M,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,353,CASACA RIGIDA JEANS / TORMENTA - Celeste - S,Celeste,S,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,351,CASACA RIGIDA JEANS / TORMENTA - Gris - L,Gris,L,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,352,CASACA RIGIDA JEANS / TORMENTA - Gris - M,Gris,M,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,350,CASACA RIGIDA JEANS / TORMENTA - Gris - S,Gris,S,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,357,CASACA RIGIDA JEANS / TORMENTA - Hielo - L,Hielo,L,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,358,CASACA RIGIDA JEANS / TORMENTA - Hielo - M,Hielo,M,0,1:ALM CENTRAL ESCALERA=0
23,CASACA RIGIDA JEANS / TORMENTA,356,CASACA RIGIDA JEANS / TORMENTA - Hielo - S,Hielo,S,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,175,CASACA STRESH JEANS / TORMENTA - Azul Clasico - 28,Azul Clasico,28,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,176,CASACA STRESH JEANS / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,177,CASACA STRESH JEANS / TORMENTA - Azul Clasico - 32,Azul Clasico,32,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,181,CASACA STRESH JEANS / TORMENTA - Celeste - 28,Celeste,28,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,182,CASACA STRESH JEANS / TORMENTA - Celeste - 30,Celeste,30,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,183,CASACA STRESH JEANS / TORMENTA - Celeste - 32,Celeste,32,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,178,CASACA STRESH JEANS / TORMENTA - Gris - 28,Gris,28,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,179,CASACA STRESH JEANS / TORMENTA - Gris - 30,Gris,30,0,1:ALM CENTRAL ESCALERA=0
77,CASACA STRESH JEANS / TORMENTA,180,CASACA STRESH JEANS / TORMENTA - Gris - 32,Gris,32,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,210,FALDA SHORT CARGO JEANS / TORMENTA - Azul Clasico - 28,Azul Clasico,28,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,211,FALDA SHORT CARGO JEANS / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,212,FALDA SHORT CARGO JEANS / TORMENTA - Azul Clasico - 32,Azul Clasico,32,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,213,FALDA SHORT CARGO JEANS / TORMENTA - Azul Vintage - 28,Azul Vintage,28,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,214,FALDA SHORT CARGO JEANS / TORMENTA - Azul Vintage - 30,Azul Vintage,30,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,215,FALDA SHORT CARGO JEANS / TORMENTA - Azul Vintage - 32,Azul Vintage,32,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,219,FALDA SHORT CARGO JEANS / TORMENTA - Gris Plomo - 28,Gris Plomo,28,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,220,FALDA SHORT CARGO JEANS / TORMENTA - Gris Plomo - 30,Gris Plomo,30,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,221,FALDA SHORT CARGO JEANS / TORMENTA - Gris Plomo - 32,Gris Plomo,32,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,216,FALDA SHORT CARGO JEANS / TORMENTA - Hielo - 28,Hielo,28,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,217,FALDA SHORT CARGO JEANS / TORMENTA - Hielo - 30,Hielo,30,0,1:ALM CENTRAL ESCALERA=0
65,FALDA SHORT CARGO JEANS / TORMENTA,218,FALDA SHORT CARGO JEANS / TORMENTA - Hielo - 32,Hielo,32,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,148,FALDA SHORT EN PLIEGUES / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,149,FALDA SHORT EN PLIEGUES / TORMENTA - Azul Clasico - 32,Azul Clasico,32,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,150,FALDA SHORT EN PLIEGUES / TORMENTA - Azul Clasico - 34,Azul Clasico,34,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,151,FALDA SHORT EN PLIEGUES / TORMENTA - Celeste - 30,Celeste,30,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,152,FALDA SHORT EN PLIEGUES / TORMENTA - Celeste - 32,Celeste,32,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,153,FALDA SHORT EN PLIEGUES / TORMENTA - Celeste - 34,Celeste,34,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,154,FALDA SHORT EN PLIEGUES / TORMENTA - Gris - 30,Gris,30,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,155,FALDA SHORT EN PLIEGUES / TORMENTA - Gris - 32,Gris,32,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,156,FALDA SHORT EN PLIEGUES / TORMENTA - Gris - 34,Gris,34,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,157,FALDA SHORT EN PLIEGUES / TORMENTA - Gris Plomo - 30,Gris Plomo,30,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,158,FALDA SHORT EN PLIEGUES / TORMENTA - Gris Plomo - 32,Gris Plomo,32,0,1:ALM CENTRAL ESCALERA=0
81,FALDA SHORT EN PLIEGUES / TORMENTA,159,FALDA SHORT EN PLIEGUES / TORMENTA - Gris Plomo - 34,Gris Plomo,34,0,1:ALM CENTRAL ESCALERA=0
107,FRESHTERRY JEAN / WOMAN,52,FRESHTERRY JEAN / WOMAN - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
107,FRESHTERRY JEAN / WOMAN,53,FRESHTERRY JEAN / WOMAN - Azul Clasico - 34,Azul Clasico,34,0,1:ALM CENTRAL ESCALERA=0
107,FRESHTERRY JEAN / WOMAN,54,FRESHTERRY JEAN / WOMAN - Azul Pizarra - 30,Azul Pizarra,30,0,1:ALM CENTRAL ESCALERA=0
107,FRESHTERRY JEAN / WOMAN,55,FRESHTERRY JEAN / WOMAN - Azul Pizarra - 34,Azul Pizarra,34,0,1:ALM CENTRAL ESCALERA=0
107,FRESHTERRY JEAN / WOMAN,56,FRESHTERRY JEAN / WOMAN - Azul Vintage - 30,Azul Vintage,30,0,1:ALM CENTRAL ESCALERA=0
107,FRESHTERRY JEAN / WOMAN,57,FRESHTERRY JEAN / WOMAN - Azul Vintage - 34,Azul Vintage,34,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,222,FRESHTERRY JEANS / TORMENTA - Azul Clasico - 26,Azul Clasico,26,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,223,FRESHTERRY JEANS / TORMENTA - Azul Clasico - 30,Azul Clasico,30,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,224,FRESHTERRY JEANS / TORMENTA - Azul Clasico - 34,Azul Clasico,34,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,225,FRESHTERRY JEANS / TORMENTA - Azul Noche - 26,Azul Noche,26,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,226,FRESHTERRY JEANS / TORMENTA - Azul Noche - 30,Azul Noche,30,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,227,FRESHTERRY JEANS / TORMENTA - Azul Noche - 34,Azul Noche,34,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,228,FRESHTERRY JEANS / TORMENTA - Azul Pizarra - 26,Azul Pizarra,26,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,229,FRESHTERRY JEANS / TORMENTA - Azul Pizarra - 30,Azul Pizarra,30,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,230,FRESHTERRY JEANS / TORMENTA - Azul Pizarra - 34,Azul Pizarra,34,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,231,FRESHTERRY JEANS / TORMENTA - Celeste - 26,Celeste,26,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,232,FRESHTERRY JEANS / TORMENTA - Celeste - 30,Celeste,30,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,233,FRESHTERRY JEANS / TORMENTA - Celeste - 34,Celeste,34,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,234,FRESHTERRY JEANS / TORMENTA - Gris - 26,Gris,26,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,235,FRESHTERRY JEANS / TORMENTA - Gris - 30,Gris,30,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,236,FRESHTERRY JEANS / TORMENTA - Gris - 34,Gris,34,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,237,FRESHTERRY JEANS / TORMENTA - Hielo - 26,Hielo,26,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,238,FRESHTERRY JEANS / TORMENTA - Hielo - 30,Hielo,30,0,1:ALM CENTRAL ESCALERA=0
63,FRESHTERRY JEANS / TORMENTA,239,FRESHTERRY JEANS / TORMENTA - Hielo - 34,Hielo,34,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,67,JEANPEAR JEANS / TORMENTA - Azul Clasico - 26,Azul Clasico,26,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,68,JEANPEAR JEANS / TORMENTA - Azul Clasico - 28,Azul Clasico,28,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,69,JEANPEAR JEANS / TORMENTA - Azul Noche - 26,Azul Noche,26,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,70,JEANPEAR JEANS / TORMENTA - Azul Noche - 28,Azul Noche,28,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,71,JEANPEAR JEANS / TORMENTA - Azul Pizarra - 26,Azul Pizarra,26,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,72,JEANPEAR JEANS / TORMENTA - Azul Pizarra - 28,Azul Pizarra,28,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,73,JEANPEAR JEANS / TORMENTA - Azul Vintage - 26,Azul Vintage,26,0,1:ALM CENTRAL ESCALERA=0
89,JEANPEAR JEANS / TORMENTA,74,JEANPEAR JEANS / TORMENTA - Azul Vintage - 28,Azul Vintage,28,0,1:ALM CENTRAL ESCALERA=0
49,MINIFALDA 3 LINEAS / TORMENTA,307,MINIFALDA 3 LINEAS / TORMENTA - Azul Clasico - 26,Azul Clasico,26,0,1:ALM CENTRAL ESCALERA=0
49,MINIFALDA 3 LINEAS / TORMENTA,308,MINIFALDA 3 LINEAS / TORMENTA - Azul Clasico - 28,Azul Clasico,28,0,1:ALM CENTRAL ESCALERA=0
49,MINIFALDA 3 LINEAS / TORMENTA,309,MINIFALDA 3 LINEAS / TORMENTA - Azul Noche - 26,Azul Noche,26,0,1:ALM CENTRAL ESCALERA=0
49,MINIFALDA 3 LINEAS / TORMENTA,310,MINIFALDA 3 LINEAS / TORMENTA - Azul Noche - 28,Azul Noche,28,0,1:ALM CENTRAL ESCALERA=0
